pc,count
0x802b00,4
0x802b04,4
0x802b08,4
0x802b0c,4
0x802b10,2
0x802b24,16
0x802b28,16
0x802b2c,15
0x802b40,16
0x802b44,16
0x802b48,16
0x802b4c,16
0x802b50,16
0x802b54,16
0x802b58,16
0x802b5c,16
0x802b60,16
0x802b64,16
0x802b68,16
0x802b6c,16
0x802b70,16
0x802b74,16
0x802b78,16
0x802b7c,16
0x802b80,256
0x802b84,256
0x802b88,256
0x802b8c,256
0x802b90,256
0x802b94,256
0x802b98,256
0x802b9c,16
0x802ba0,16
0x802ba4,16
0x802ba8,16
0x802bac,16
0x802bb0,16
0x802bb4,16
0x802bb8,16
0x802bbc,16
0x802bc0,16
0x802bc4,16
0x802bc8,16
0x802bcc,16
0x802bd0,16
0x802bd4,16
0x802bd8,16
0x802bdc,16
0x802be0,16
0x802be4,16
0x802be8,16
0x802bec,16
0x802bf0,16
0x802bf4,16
0x802bf8,16
0x802bfc,16
0x802c00,16
0x802c04,16
0x802c08,16
0x802c0c,16
0x802c10,940
0x802c14,940
0x802c18,940
0x802c1c,940
0x802c20,940
0x802c24,115
0x802c28,115
0x802c2c,115
0x802c30,115
0x802c34,115
0x802c38,115
0x802c3c,115
0x802c40,115
0x802c44,115
0x802c48,115
0x802c4c,115
0x802c50,115
0x802c54,115
0x802c58,940
0x802c5c,940
0x802c60,940
0x802c64,940
0x802c68,940
0x802c6c,940
0x802c70,940
0x802c74,940
0x802c78,940
0x802c7c,940
0x802c80,698
0x802c84,618
0x802c88,618
0x802c8c,618
0x802c90,618
0x802c94,618
0x802c98,618
0x802c9c,618
0x802ca0,618
0x802ca4,618
0x802ca8,618
0x802cac,618
0x802cb0,618
0x802cb4,618
0x802cb8,618
0x802cbc,618
0x802cc0,618
0x802cc4,618
0x802cc8,698
0x802ccc,698
0x802cd0,698
0x802cd4,693
0x802cd8,242
0x802cdc,242
0x802ce0,242
0x802ce4,242
0x802ce8,242
0x802cec,242
0x802cf0,242
0x802cf4,242
0x802cf8,242
0x802cfc,242
0x802d00,242
0x802d04,242
0x802d08,242
0x802d0c,242
0x802d10,242
0x802d14,242
0x802d18,132
0x802d1c,76
0x802d20,76
0x802d24,76
0x802d28,110
0x802d2c,110
0x802d30,110
0x802d34,56
0x802d38,132
0x802d3c,242
0x802d40,242
0x802d44,242
0x802d48,242
0x802d4c,242
0x802d50,242
0x802d54,242
0x802d58,177
0x802d5c,177
0x802d60,177
0x802d64,177
0x802d68,177
0x802d6c,177
0x802d70,177
0x802d74,1227
0x802d78,1227
0x802d7c,1227
0x802d80,1227
0x802d84,1227
0x802d88,1227
0x802d8c,1227
0x802d90,1227
0x802d94,1227
0x802d98,177
0x802d9c,177
0x802da0,177
0x802da4,177
0x802da8,177
0x802dac,177
0x802db0,177
0x802db4,177
0x802db8,177
0x802dbc,177
0x802dc0,177
0x802dc4,177
0x802dc8,177
0x802dcc,177
0x802dd0,176
0x802dd4,65
