pc,count
0x800d40,5182
0x800d44,5182
0x800d48,5182
0x800d4c,5182
0x800d50,5182
0x800d54,5182
0x800d58,5182
0x800d5c,5182
0x800d60,5182
0x800d64,5182
0x800d70,5182
0x800d74,5182
0x800d78,5182
0x800d7c,5182
0x800d80,5182
0x800d84,5182
0x800d88,5182
0x800d8c,5182
0x800d90,5182
0x800d94,5182
0x800d98,5182
0x800d9c,5182
0x800da0,5182
0x800da4,5182
0x800da8,5182
0x800dac,5182
0x800db0,5182
0x800db4,5182
0x800db8,5182
0x800dc4,5182
0x800dc8,5182
0x800dcc,5182
0x800dd0,5182
0x800dd4,5182
0x800dd8,5182
0x800ddc,5182
0x800de0,5182
0x800de4,5182
0x800de8,5182
0x800dec,5182
0x800df0,5182
0x800df4,5182
0x800df8,5182
0x800dfc,5182
0x800e00,5182
0x800e04,5182
0x800e08,5182
0x800e0c,5182
0x800e10,5182
0x800e14,5182
0x800e18,5182
0x800e1c,5182
0x800e20,5182
0x800e24,5182
0x800e30,5182
0x800e34,5182
0x800e38,5182
0x800e3c,5182
0x800e40,5182
0x800e44,5182
0x800e48,5182
0x800e54,5182
0x800e58,5182
0x800e5c,5182
0x800e60,5182
0x800e64,5182
0x800e68,5182
0x800e6c,5182
0x800e70,5182
0x800e74,5182
0x800e78,5182
0x800e7c,5182
0x800e80,5182
0x800e84,5182
0x800e88,5182
0x800e8c,5182
0x800e90,5182
0x800e94,5182
0x800e98,5182
0x800e9c,5182
0x800ea0,5182
0x800ea4,5182
0x800ea8,5182
0x800eac,5182
0x800eb0,5182
0x800eb4,5182
0x800eb8,5182
0x800ebc,5182
0x800ec0,5182
0x800ec4,5182
0x800ec8,5182
0x800ecc,5182
0x800ed0,5182
0x800ed4,5182
0x800ed8,5182
0x800edc,5182
0x800ee0,3037
0x800ee4,3037
0x800ee8,3037
0x800eec,3037
0x800ef0,3037
0x800ef4,3037
0x800ef8,3037
0x800efc,2145
0x800f00,1824
0x800f04,1824
0x800f08,321
0x800f0c,321
0x800f10,11
0x800f14,11
0x800f18,11
0x800f1c,11
0x800f20,11
0x800f24,11
0x800f28,11
0x800f2c,2134
0x800f30,2134
0x800f34,2134
0x800f38,2145
0x800f3c,2145
0x800f40,2145
0x800f44,5182
0x800f48,5182
0x800f4c,5182
0x800f50,5182
0x800f54,5182
0x800f58,5182
0x800f5c,5182
0x800f60,5182
0x800f64,5182
0x800f68,5182
0x800f6c,5182
0x800f70,5182
0x800f74,5182
0x800f88,5182
0x800f8c,5182
0x800f90,5182
0x800f94,5182
0x800f98,5182
0x800f9c,5182
0x800fa8,5182
0x800fac,5182
0x800fb0,5182
0x800fb4,5182
0x800fb8,5182
0x800fbc,5182
0x800fc0,5182
0x800fc4,5182
0x800fc8,5182
0x800fcc,5182
0x800fd0,5182
0x800fd4,5182
0x800fd8,5182
0x800fdc,5182
0x800fe0,5182
0x800fe4,5182
0x800fe8,5182
0x800fec,5182
0x800ff0,5182
0x800ff4,5182
0x800ff8,204663
0x800ffc,204663
0x801000,204663
0x801004,204663
0x801008,204663
0x80100c,204663
0x801010,5182
0x801014,5182
0x801018,5182
0x801024,4
0x801028,4
0x80102c,4
0x801030,4
0x801034,4
0x801038,4
0x80103c,4
0x801040,4
0x801044,4
0x801048,4
0x80104c,4
0x801050,4
0x801054,4
0x801058,4
0x80105c,4
0x801060,4
0x801064,4
0x801068,4
0x80106c,4
0x801070,4
0x801074,4
0x801078,4
0x80107c,4
0x801080,4
0x801084,4
0x801088,4
0x80108c,4
0x801090,4
0x801094,4
0x801098,4
0x80109c,4
0x8010a0,4
0x8010a4,4
0x8010a8,4
0x8010ac,4
0x8010b0,4
0x8010b4,4
0x8010b8,4
0x8010bc,4
0x8010c0,4
0x8010c4,4
0x8010c8,4
0x8010cc,4
0x8010d0,4
0x8010d4,4
0x8010d8,4
0x8010dc,4
0x8010e0,4
0x8010e4,2
0x8010e8,2
0x8010ec,2
0x8010f0,2
0x8010f4,2
0x8010f8,2
0x8010fc,2
0x801100,1
0x801104,1
0x801108,1
0x80110c,1
0x801110,1
0x801114,1
0x801118,1
0x80111c,1
0x801120,1
0x801124,1
0x801128,1
0x80112c,1
0x801130,1
0x801134,1
0x801138,1
0x80113c,1
0x801140,1
0x801144,1
0x801148,1
0x80114c,1
0x801150,1
0x801154,1
0x801180,1
0x801184,1
0x801188,1
0x80118c,1
0x801190,1
0x801194,1
0x801198,1
0x80119c,1
0x8011a0,1
0x801214,1
0x801218,1
0x80121c,1
0x801220,1
0x801224,1
0x801228,1
0x80122c,1
0x801230,1
0x801234,1
0x801238,1
0x80123c,1
0x801240,1
0x801244,1
0x801248,1
0x80128c,1
0x801290,1
0x801294,1
0x801298,1
0x8012c8,1
0x8012cc,1
0x8012dc,1
0x8012e0,1
0x8012e4,1
0x8012e8,1
0x8012ec,1
0x8012f0,1
0x8012f4,1
0x8012f8,1
0x8012fc,1
0x801300,1
0x801304,1
0x801308,1
0x80130c,1
0x801310,1
0x801314,1
0x801318,4
0x80131c,4
0x801320,4
0x801324,4
0x801328,4
0x80132c,4
0x801330,4
0x801334,1
0x801338,1
0x80133c,1
